"Statistic","Month","Type of Feedstuff","UNIT","VALUE"
"Feed Stuff Price","1992M06","Pig grower (16-18% protein)","Euro per Tonne","261"
"Feed Stuff Price","1992M06","Pig fattening meal (13-15% protein)","Euro per Tonne","251"
"Feed Stuff Price","1992M06","Sow breeder (14-16% protein)","Euro per Tonne","253"
"Feed Stuff Price","1992M06","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","265"
"Feed Stuff Price","1992M06","Calf nuts and cubes (16-18% protein)","Euro per Tonne","237"
"Feed Stuff Price","1992M06","Calf meal (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M06","Calf nuts and cubes (14-15% protein)","Euro per Tonne","234"
"Feed Stuff Price","1992M06","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","208"
"Feed Stuff Price","1992M06","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","214"
"Feed Stuff Price","1992M06","Dairy meal (16-18% protein)","Euro per Tonne","226"
"Feed Stuff Price","1992M06","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","213"
"Feed Stuff Price","1992M06","Dairy meal (13-15% protein)","Euro per Tonne","222"
"Feed Stuff Price","1992M06","Chick mash (18-20% protein)","Euro per Tonne","311"
"Feed Stuff Price","1992M06","Layers' mash (14-16% protein)","Euro per Tonne","263"
"Feed Stuff Price","1992M06","Broiler starter (22-24% protein)","Euro per Tonne","354"
"Feed Stuff Price","1992M06","Broiler finisher (19-21% protein)","Euro per Tonne","333"
"Feed Stuff Price","1992M06","Milk replacer","Euro per Tonne","1548"
"Feed Stuff Price","1992M06","Wheat","Euro per Tonne",""
"Feed Stuff Price","1992M06","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M06","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1992M06","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M06","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M07","Rolled barley","Euro per Tonne","208"
"Feed Stuff Price","1992M07","Bran","Euro per Tonne","351"
"Feed Stuff Price","1992M07","Pollard","Euro per Tonne","240"
"Feed Stuff Price","1992M07","Soya bean meal","Euro per Tonne","248"
"Feed Stuff Price","1992M07","Barley meal","Euro per Tonne","214"
"Feed Stuff Price","1992M07","Maize meal","Euro per Tonne","291"
"Feed Stuff Price","1992M07","Flaked maize","Euro per Tonne","375"
"Feed Stuff Price","1992M07","Pig creep (18-24% protein)","Euro per Tonne","329"
"Feed Stuff Price","1992M07","Pig grower (16-18% protein)","Euro per Tonne","261"
"Feed Stuff Price","1992M07","Pig fattening meal (13-15% protein)","Euro per Tonne","250"
"Feed Stuff Price","1992M07","Sow breeder (14-16% protein)","Euro per Tonne","253"
"Feed Stuff Price","1992M07","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","265"
"Feed Stuff Price","1992M07","Calf nuts and cubes (16-18% protein)","Euro per Tonne","236"
"Feed Stuff Price","1992M07","Calf meal (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M07","Calf nuts and cubes (14-15% protein)","Euro per Tonne","233"
"Feed Stuff Price","1992M07","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","208"
"Feed Stuff Price","1992M07","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","213"
"Feed Stuff Price","1992M07","Dairy meal (16-18% protein)","Euro per Tonne","223"
"Feed Stuff Price","1992M07","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M07","Dairy meal (13-15% protein)","Euro per Tonne","226"
"Feed Stuff Price","1992M07","Chick mash (18-20% protein)","Euro per Tonne","310"
"Feed Stuff Price","1992M07","Layers' mash (14-16% protein)","Euro per Tonne","262"
"Feed Stuff Price","1992M07","Broiler starter (22-24% protein)","Euro per Tonne","352"
"Feed Stuff Price","1992M07","Broiler finisher (19-21% protein)","Euro per Tonne","335"
"Feed Stuff Price","1992M07","Milk replacer","Euro per Tonne","1553"
"Feed Stuff Price","1992M07","Wheat","Euro per Tonne",""
"Feed Stuff Price","1992M07","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M07","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1992M07","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M07","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M08","Rolled barley","Euro per Tonne","208"
"Feed Stuff Price","1992M08","Bran","Euro per Tonne","355"
"Feed Stuff Price","1992M08","Pollard","Euro per Tonne","241"
"Feed Stuff Price","1992M08","Soya bean meal","Euro per Tonne","247"
"Feed Stuff Price","1992M08","Barley meal","Euro per Tonne","214"
"Feed Stuff Price","1992M08","Maize meal","Euro per Tonne","291"
"Feed Stuff Price","1992M08","Flaked maize","Euro per Tonne","375"
"Feed Stuff Price","1992M08","Pig creep (18-24% protein)","Euro per Tonne","329"
"Feed Stuff Price","1992M08","Pig grower (16-18% protein)","Euro per Tonne","262"
"Feed Stuff Price","1992M08","Pig fattening meal (13-15% protein)","Euro per Tonne","249"
"Feed Stuff Price","1992M08","Sow breeder (14-16% protein)","Euro per Tonne","254"
"Feed Stuff Price","1992M08","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","263"
"Feed Stuff Price","1992M08","Calf nuts and cubes (16-18% protein)","Euro per Tonne","236"
"Feed Stuff Price","1992M08","Calf meal (16-18% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M08","Calf nuts and cubes (14-15% protein)","Euro per Tonne","233"
"Feed Stuff Price","1992M08","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","209"
"Feed Stuff Price","1992M08","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","213"
"Feed Stuff Price","1992M08","Dairy meal (16-18% protein)","Euro per Tonne","219"
"Feed Stuff Price","1992M08","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M08","Dairy meal (13-15% protein)","Euro per Tonne","226"
"Feed Stuff Price","1992M08","Chick mash (18-20% protein)","Euro per Tonne","311"
"Feed Stuff Price","1992M08","Layers' mash (14-16% protein)","Euro per Tonne","263"
"Feed Stuff Price","1992M08","Broiler starter (22-24% protein)","Euro per Tonne","350"
"Feed Stuff Price","1992M08","Broiler finisher (19-21% protein)","Euro per Tonne","334"
"Feed Stuff Price","1992M08","Milk replacer","Euro per Tonne","1546"
"Feed Stuff Price","1992M08","Wheat","Euro per Tonne",""
"Feed Stuff Price","1992M08","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M08","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1992M08","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M08","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M09","Rolled barley","Euro per Tonne","207"
"Feed Stuff Price","1992M09","Bran","Euro per Tonne","356"
"Feed Stuff Price","1992M09","Pollard","Euro per Tonne","244"
"Feed Stuff Price","1992M09","Soya bean meal","Euro per Tonne","244"
"Feed Stuff Price","1992M09","Barley meal","Euro per Tonne","214"
"Feed Stuff Price","1992M09","Maize meal","Euro per Tonne","288"
"Feed Stuff Price","1992M09","Flaked maize","Euro per Tonne","374"
"Feed Stuff Price","1992M09","Pig creep (18-24% protein)","Euro per Tonne","319"
"Feed Stuff Price","1992M09","Pig grower (16-18% protein)","Euro per Tonne","252"
"Feed Stuff Price","1992M09","Pig fattening meal (13-15% protein)","Euro per Tonne","246"
"Feed Stuff Price","1992M09","Sow breeder (14-16% protein)","Euro per Tonne","245"
"Feed Stuff Price","1992M09","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","257"
"Feed Stuff Price","1992M09","Calf nuts and cubes (16-18% protein)","Euro per Tonne","234"
"Feed Stuff Price","1992M09","Calf meal (16-18% protein)","Euro per Tonne","238"
"Feed Stuff Price","1992M09","Calf nuts and cubes (14-15% protein)","Euro per Tonne","232"
"Feed Stuff Price","1992M09","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","207"
"Feed Stuff Price","1992M09","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","211"
"Feed Stuff Price","1992M09","Dairy meal (16-18% protein)","Euro per Tonne","219"
"Feed Stuff Price","1992M09","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M09","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M09","Chick mash (18-20% protein)","Euro per Tonne","308"
"Feed Stuff Price","1992M09","Layers' mash (14-16% protein)","Euro per Tonne","261"
"Feed Stuff Price","1992M09","Broiler starter (22-24% protein)","Euro per Tonne","346"
"Feed Stuff Price","1992M09","Broiler finisher (19-21% protein)","Euro per Tonne","330"
"Feed Stuff Price","1992M09","Milk replacer","Euro per Tonne","1569"
"Feed Stuff Price","1992M09","Wheat","Euro per Tonne",""
"Feed Stuff Price","1992M09","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M09","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1992M09","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M09","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M10","Rolled barley","Euro per Tonne","203"
"Feed Stuff Price","1992M10","Bran","Euro per Tonne","361"
"Feed Stuff Price","1992M10","Pollard","Euro per Tonne","237"
"Feed Stuff Price","1992M10","Soya bean meal","Euro per Tonne","244"
"Feed Stuff Price","1992M10","Barley meal","Euro per Tonne","209"
"Feed Stuff Price","1992M10","Maize meal","Euro per Tonne","284"
"Feed Stuff Price","1992M10","Flaked maize","Euro per Tonne","375"
"Feed Stuff Price","1992M10","Pig creep (18-24% protein)","Euro per Tonne","315"
"Feed Stuff Price","1992M10","Pig grower (16-18% protein)","Euro per Tonne","251"
"Feed Stuff Price","1992M10","Pig fattening meal (13-15% protein)","Euro per Tonne","244"
"Feed Stuff Price","1992M10","Sow breeder (14-16% protein)","Euro per Tonne","246"
"Feed Stuff Price","1992M10","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","257"
"Feed Stuff Price","1992M10","Calf nuts and cubes (16-18% protein)","Euro per Tonne","233"
"Feed Stuff Price","1992M10","Calf meal (16-18% protein)","Euro per Tonne","238"
"Feed Stuff Price","1992M10","Calf nuts and cubes (14-15% protein)","Euro per Tonne","231"
"Feed Stuff Price","1992M10","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","207"
"Feed Stuff Price","1992M10","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","210"
"Feed Stuff Price","1992M10","Dairy meal (16-18% protein)","Euro per Tonne","220"
"Feed Stuff Price","1992M10","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","207"
"Feed Stuff Price","1992M10","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M10","Chick mash (18-20% protein)","Euro per Tonne","304"
"Feed Stuff Price","1992M10","Layers' mash (14-16% protein)","Euro per Tonne","256"
"Feed Stuff Price","1992M10","Broiler starter (22-24% protein)","Euro per Tonne","343"
"Feed Stuff Price","1992M10","Broiler finisher (19-21% protein)","Euro per Tonne","327"
"Feed Stuff Price","1992M10","Milk replacer","Euro per Tonne","1553"
"Feed Stuff Price","1992M10","Wheat","Euro per Tonne",""
"Feed Stuff Price","1992M10","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M10","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1992M10","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M10","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M11","Rolled barley","Euro per Tonne","202"
"Feed Stuff Price","1992M11","Bran","Euro per Tonne","363"
"Feed Stuff Price","1992M11","Pollard","Euro per Tonne",""
"Feed Stuff Price","1992M11","Soya bean meal","Euro per Tonne","244"
"Feed Stuff Price","1992M11","Barley meal","Euro per Tonne","211"
"Feed Stuff Price","1992M11","Maize meal","Euro per Tonne","280"
"Feed Stuff Price","1992M11","Flaked maize","Euro per Tonne","377"
"Feed Stuff Price","1992M11","Pig creep (18-24% protein)","Euro per Tonne","315"
"Feed Stuff Price","1992M11","Pig grower (16-18% protein)","Euro per Tonne","251"
"Feed Stuff Price","1992M11","Pig fattening meal (13-15% protein)","Euro per Tonne","245"
"Feed Stuff Price","1992M11","Sow breeder (14-16% protein)","Euro per Tonne","245"
"Feed Stuff Price","1992M11","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","257"
"Feed Stuff Price","1992M11","Calf nuts and cubes (16-18% protein)","Euro per Tonne","231"
"Feed Stuff Price","1992M11","Calf meal (16-18% protein)","Euro per Tonne","238"
"Feed Stuff Price","1992M11","Calf nuts and cubes (14-15% protein)","Euro per Tonne","231"
"Feed Stuff Price","1992M11","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","207"
"Feed Stuff Price","1992M11","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","209"
"Feed Stuff Price","1992M11","Dairy meal (16-18% protein)","Euro per Tonne","216"
"Feed Stuff Price","1992M11","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","207"
"Feed Stuff Price","1992M11","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M11","Chick mash (18-20% protein)","Euro per Tonne","308"
"Feed Stuff Price","1992M11","Layers' mash (14-16% protein)","Euro per Tonne","258"
"Feed Stuff Price","1992M11","Broiler starter (22-24% protein)","Euro per Tonne","343"
"Feed Stuff Price","1992M11","Broiler finisher (19-21% protein)","Euro per Tonne","327"
"Feed Stuff Price","1992M11","Milk replacer","Euro per Tonne","1564"
"Feed Stuff Price","1992M11","Wheat","Euro per Tonne",""
"Feed Stuff Price","1992M11","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M11","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1992M11","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M11","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M12","Rolled barley","Euro per Tonne","202"
"Feed Stuff Price","1992M12","Bran","Euro per Tonne","357"
"Feed Stuff Price","1992M12","Pollard","Euro per Tonne",""
"Feed Stuff Price","1992M12","Soya bean meal","Euro per Tonne","245"
"Feed Stuff Price","1992M12","Barley meal","Euro per Tonne","211"
"Feed Stuff Price","1992M12","Maize meal","Euro per Tonne","280"
"Feed Stuff Price","1992M12","Flaked maize","Euro per Tonne","371"
"Feed Stuff Price","1992M12","Pig creep (18-24% protein)","Euro per Tonne","316"
"Feed Stuff Price","1992M12","Pig grower (16-18% protein)","Euro per Tonne","251"
"Feed Stuff Price","1992M12","Pig fattening meal (13-15% protein)","Euro per Tonne","245"
"Feed Stuff Price","1992M12","Sow breeder (14-16% protein)","Euro per Tonne","246"
"Feed Stuff Price","1992M12","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","256"
"Feed Stuff Price","1992M12","Calf nuts and cubes (16-18% protein)","Euro per Tonne","232"
"Feed Stuff Price","1992M12","Calf meal (16-18% protein)","Euro per Tonne","238"
"Feed Stuff Price","1992M12","Calf nuts and cubes (14-15% protein)","Euro per Tonne","231"
"Feed Stuff Price","1992M12","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","207"
"Feed Stuff Price","1992M12","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","211"
"Feed Stuff Price","1992M12","Dairy meal (16-18% protein)","Euro per Tonne","218"
"Feed Stuff Price","1992M12","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","207"
"Feed Stuff Price","1992M12","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M12","Chick mash (18-20% protein)","Euro per Tonne","302"
"Feed Stuff Price","1992M12","Layers' mash (14-16% protein)","Euro per Tonne","258"
"Feed Stuff Price","1992M12","Broiler starter (22-24% protein)","Euro per Tonne","341"
"Feed Stuff Price","1992M12","Broiler finisher (19-21% protein)","Euro per Tonne","322"
"Feed Stuff Price","1992M12","Milk replacer","Euro per Tonne","1582"
"Feed Stuff Price","1992M12","Wheat","Euro per Tonne",""
"Feed Stuff Price","1992M12","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M12","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","1992M12","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","1992M12","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1993M01","Rolled barley","Euro per Tonne","201"
"Feed Stuff Price","1993M01","Bran","Euro per Tonne","357"
"Feed Stuff Price","1993M01","Pollard","Euro per Tonne",""
"Feed Stuff Price","1993M01","Soya bean meal","Euro per Tonne","247"
"Feed Stuff Price","1993M01","Barley meal","Euro per Tonne","213"
"Feed Stuff Price","1993M01","Maize meal","Euro per Tonne","279"
"Feed Stuff Price","1993M01","Flaked maize","Euro per Tonne","356"
"Feed Stuff Price","1993M01","Pig creep (18-24% protein)","Euro per Tonne","309"
"Feed Stuff Price","1993M01","Pig grower (16-18% protein)","Euro per Tonne","249"
"Feed Stuff Price","1993M01","Pig fattening meal (13-15% protein)","Euro per Tonne","245"
"Feed Stuff Price","1993M01","Sow breeder (14-16% protein)","Euro per Tonne","245"
"Feed Stuff Price","1993M01","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","257"
"Feed Stuff Price","1993M01","Calf nuts and cubes (16-18% protein)","Euro per Tonne","233"
"Feed Stuff Price","1993M01","Calf meal (16-18% protein)","Euro per Tonne","252"
"Feed Stuff Price","1993M01","Calf nuts and cubes (14-15% protein)","Euro per Tonne","231"
"Feed Stuff Price","1993M01","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","208"
"Feed Stuff Price","1993M01","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","209"
"Feed Stuff Price","1993M01","Dairy meal (16-18% protein)","Euro per Tonne","218"
"Feed Stuff Price","1993M01","Dairy nuts and cubes (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1993M01","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","1993M01","Chick mash (18-20% protein)","Euro per Tonne","296"
"Feed Stuff Price","1993M01","Layers' mash (14-16% protein)","Euro per Tonne","257"
"Feed Stuff Price","1993M01","Broiler starter (22-24% protein)","Euro per Tonne","338"
"Feed Stuff Price","1993M01","Broiler finisher (19-21% protein)","Euro per Tonne","322"
"Feed Stuff Price","1993M01","Milk replacer","Euro per Tonne","1579"
